"Instruction","","Lat","TP","Uops","Ports"
"POPCNT (R16, M16)","SSE4","[3;≤8]","4.00","3",""
"POPCNT (R16, R16)","SSE4","[0;4]","4.00","2",""
"POPCNT (R32, M32)","SSE4","[0;≤7]","1.00","1",""
"POPCNT (R32, R32)","SSE4","[0;3]","1.00","1",""
"POPCNT (R64, M64)","SSE4","[0;≤7]","1.00","1",""
"POPCNT (R64, R64)","SSE4","[0;3]","1.00","1",""
"PTEST (XMM, M128)","SSE4","≤8","1.00","2",""
"PTEST (XMM, XMM)","SSE4","≤8","1.00","1",""
"ROUNDPD (XMM, M128, I8)","SSE4","[≤10;≤11]","1.00","1",""
"ROUNDPD (XMM, XMM, I8)","SSE4","6","1.00","1",""
"ROUNDPS (XMM, M128, I8)","SSE4","[≤10;≤11]","1.00","1",""
"ROUNDPS (XMM, XMM, I8)","SSE4","6","1.00","1",""
"ROUNDSD (XMM, M64, I8)","SSE4","[4;≤11]","1.00","1",""
"ROUNDSD (XMM, XMM, I8)","SSE4","[4;6]","1.00","1",""
"ROUNDSS (XMM, M32, I8)","SSE4","[4;≤11]","1.00","1",""
"ROUNDSS (XMM, XMM, I8)","SSE4","[4;6]","1.00","1",""
"PABSB (MM, M64)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSB (MM, MM)","SSSE3","1","0.50","1",""
"PABSB (XMM, M128)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSB (XMM, XMM)","SSSE3","1","0.50","1",""
"PABSD (MM, M64)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSD (MM, MM)","SSSE3","1","0.50","1",""
"PABSD (XMM, M128)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSD (XMM, XMM)","SSSE3","1","0.50","1",""
"PABSW (MM, M64)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSW (MM, MM)","SSSE3","1","0.50","1",""
"PABSW (XMM, M128)","SSSE3","[≤6;≤9]","1.00","1",""
"PABSW (XMM, XMM)","SSSE3","1","0.50","1",""
"PALIGNR (MM, M64, I8)","SSSE3","[1;≤9]","1.00","1",""
"PALIGNR (MM, MM, I8)","SSSE3","1","0.50","1",""
"PALIGNR (XMM, M128, I8)","SSSE3","[1;≤9]","1.00","1",""
"PALIGNR (XMM, XMM, I8)","SSSE3","1","0.50","1",""
"PHADDD (MM, M64)","SSSE3","[2;≤10]","6.00","4",""
"PHADDD (MM, MM)","SSSE3","2","4.00","3",""
"PHADDD (XMM, M128)","SSSE3","[2;≤10]","6.00","4",""
"PHADDD (XMM, XMM)","SSSE3","2","4.00","3",""
"PHADDSW (MM, M64)","SSSE3","[4;≤11]","5.00","6",""
"PHADDSW (MM, MM)","SSSE3","4","7.00","5",""
"PHADDSW (XMM, M128)","SSSE3","[4;≤12]","9.00","8",""
"PHADDSW (XMM, XMM)","SSSE3","[3;4]","6.00","7",""
"PHADDW (MM, M64)","SSSE3","[4;≤11]","5.00","6",""
"PHADDW (MM, MM)","SSSE3","4","7.00","5",""
"PHADDW (XMM, M128)","SSSE3","[4;≤12]","9.00","8",""
"PHADDW (XMM, XMM)","SSSE3","[3;4]","6.00","7",""
"PHSUBD (MM, M64)","SSSE3","[2;≤10]","6.00","4",""
"PHSUBD (MM, MM)","SSSE3","2","4.00","3",""
"PHSUBD (XMM, M128)","SSSE3","[2;≤10]","6.00","4",""
"PHSUBD (XMM, XMM)","SSSE3","2","4.00","3",""
"PHSUBSW (MM, M64)","SSSE3","[4;≤11]","5.00","6",""
"PHSUBSW (MM, MM)","SSSE3","4","7.00","5",""
"PHSUBSW (XMM, M128)","SSSE3","[4;≤12]","9.00","8",""
"PHSUBSW (XMM, XMM)","SSSE3","[3;4]","6.00","7",""
"PHSUBW (MM, M64)","SSSE3","[4;≤11]","5.00","6",""
"PHSUBW (MM, MM)","SSSE3","4","7.00","5",""
"PHSUBW (XMM, M128)","SSSE3","[4;≤12]","9.00","8",""
"PHSUBW (XMM, XMM)","SSSE3","[3;4]","6.00","7",""
"PMADDUBSW (MM, M64)","SSSE3","[4;≤12]","1.00","1",""
"PMADDUBSW (MM, MM)","SSSE3","4","1.00","1",""
"PMADDUBSW (XMM, M128)","SSSE3","[4;≤12]","1.00","1",""
"PMADDUBSW (XMM, XMM)","SSSE3","4","1.00","1",""
"PMULHRSW (MM, M64)","SSSE3","[4;≤12]","1.00","1",""
"PMULHRSW (MM, MM)","SSSE3","4","1.00","1",""
"PMULHRSW (XMM, M128)","SSSE3","[4;≤12]","1.00","1",""
"PMULHRSW (XMM, XMM)","SSSE3","4","1.00","1",""
"PSHUFB (MM, M64)","SSSE3","[1;≤9]","1.00","1",""
"PSHUFB (MM, MM)","SSSE3","1","0.50","1",""
"PSHUFB (XMM, M128)","SSSE3","[1;≤9]","1.00","1",""
"PSHUFB (XMM, XMM)","SSSE3","1","1.00","1",""
"PSIGNB (MM, M64)","SSSE3","[1;≤9]","1.00","1",""
"PSIGNB (MM, MM)","SSSE3","1","0.50","1",""
"PSIGNB (XMM, M128)","SSSE3","[1;≤9]","1.00","1",""
"PSIGNB (XMM, XMM)","SSSE3","1","0.50","1",""
"PSIGND (MM, M64)","SSSE3","[1;≤9]","1.00","1",""
"PSIGND (MM, MM)","SSSE3","1","0.50","1",""
"PSIGND (XMM, M128)","SSSE3","[1;≤9]","1.00","1",""
"PSIGND (XMM, XMM)","SSSE3","1","0.50","1",""
"PSIGNW (MM, M64)","SSSE3","[1;≤9]","1.00","1",""
"PSIGNW (MM, MM)","SSSE3","1","0.50","1",""
"PSIGNW (XMM, M128)","SSSE3","[1;≤9]","1.00","1",""
"PSIGNW (XMM, XMM)","SSSE3","1","0.50","1",""
"XGETBV","XSAVE","[1;18]","11.50","9",""
"XSAVE (M4608)","XSAVE","","70.33","56",""
"XSAVE64 (M4608)","XSAVE","","70.17","56",""
"XSETBV","XSAVE","","26.50","24",""
"XSAVEC (M4608)","XSAVEC","","91.75","70",""
"XSAVEC64 (M4608)","XSAVEC","","91.75","70",""
"XSAVEOPT (M4608)","XSAVEOPT","","73.00","56",""
"XSAVEOPT64 (M4608)","XSAVEOPT","","72.50","56",""
"XSAVES (M4608)","XSAVES","","92.00","70",""
"XSAVES64 (M4608)","XSAVES","","92.00","70",""
